112,112,112,112,112,112,112,112,112,112,0,0,0,0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
112,145,113,145,113,113,145,113,145,112,0,0,0,0,112,145,113,113,145,112,112,112,112,112,145,113,113,113,145,112,112,145,113,145,113,113,145,113,145,112
112,3,3,3,3,3,3,3,133,112,0,0,0,0,112,133,3,3,3,112,112,112,112,112,3,3,3,5,3,112,112,3,114,177,3,3,177,114,3,112
112,3,5,3,17,17,3,3,149,112,0,0,0,0,112,149,3,3,3,113,113,113,113,113,3,3,5,144,5,112,112,3,3,116,117,117,118,3,3,112
112,5,144,5,17,17,3,3,3,112,0,0,0,0,112,3,3,3,3,3,3,3,3,3,3,3,3,5,3,112,112,3,3,3,17,17,3,3,3,112
112,3,5,3,17,17,3,3,3,112,0,0,0,0,112,114,3,3,17,17,17,17,17,17,17,17,17,3,3,112,112,3,3,3,17,17,3,3,3,112
112,3,3,3,17,17,3,114,3,112,0,0,0,0,112,114,114,3,17,17,17,17,17,17,17,17,17,3,114,112,112,3,3,3,17,17,3,3,3,112
112,112,112,165,35,34,181,112,112,112,0,0,0,0,112,112,112,112,112,112,112,112,112,112,165,17,17,181,112,112,112,112,112,165,35,34,181,112,112,112
113,113,113,113,17,17,113,113,113,113,0,0,0,0,113,113,113,113,113,113,113,113,113,113,113,17,17,113,113,113,113,113,113,113,17,17,113,113,113,113
112,112,112,112,112,112,112,112,112,112,0,0,0,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0
112,145,113,145,113,113,145,113,145,112,0,0,0,112,145,113,113,113,145,112,112,112,145,113,113,113,113,145,112,112,112,145,113,113,113,145,112,0,0,0
112,144,3,3,3,3,3,3,133,112,0,0,0,112,133,3,3,5,144,112,112,112,3,3,5,5,3,3,112,112,112,3,3,20,3,3,112,0,0,0
112,3,3,2,2,2,2,3,149,112,0,0,0,112,149,3,3,3,5,113,113,113,5,116,117,117,118,5,113,113,113,3,3,3,3,3,112,0,0,0
112,3,3,2,2,2,2,3,3,112,0,0,0,112,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,112,0,0,0
112,3,3,2,2,2,2,3,3,112,0,0,0,112,114,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,114,112,0,0,0
112,114,3,3,3,3,3,3,4,112,0,0,0,112,114,114,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,114,114,112,0,0,0
112,112,112,112,112,112,112,112,112,112,0,0,0,112,112,112,112,112,112,112,112,112,112,165,35,34,181,112,112,112,112,112,112,112,112,112,112,0,0,0
113,113,113,113,113,113,113,113,113,113,0,0,0,113,113,113,113,113,113,113,113,113,113,113,17,17,113,113,113,113,113,113,113,113,113,113,113,0,0,0
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,0,0,0,112,112,112,112,112,112,112,112,112,112,0,0,0,0,0,0,0,0,0,0
112,145,113,113,145,113,113,145,113,113,145,113,113,145,113,113,112,0,0,0,112,145,113,145,113,113,145,113,145,112,0,0,0,0,0,0,0,0,0,0
112,114,3,3,3,3,3,114,3,3,3,114,3,3,5,144,112,0,0,0,112,37,5,37,37,37,37,37,133,112,0,0,0,0,0,0,0,0,0,0
112,3,116,117,117,117,118,3,3,3,3,3,3,3,3,5,112,0,0,0,112,5,144,5,37,37,37,37,149,112,0,0,0,0,0,0,0,0,0,0
112,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,112,0,0,0,112,37,5,37,37,37,37,37,37,112,0,0,0,0,0,0,0,0,0,0
112,3,3,2,2,2,2,2,2,2,2,2,2,2,3,5,112,0,0,0,112,114,37,37,37,37,37,37,114,112,0,0,0,0,0,0,0,0,0,0
112,114,3,3,3,3,3,3,3,3,3,3,3,3,5,144,112,0,0,0,112,114,114,37,37,37,37,114,114,112,0,0,0,0,0,0,0,0,0,0
112,112,112,112,112,112,112,112,112,112,112,165,35,34,181,112,112,0,0,0,112,112,112,165,37,37,181,112,112,112,0,0,0,0,0,0,0,0,0,0
113,113,113,113,113,113,113,113,113,113,113,113,3,3,113,113,113,0,0,0,113,113,113,113,37,37,113,113,113,113,0,0,0,0,0,0,0,0,0,0

