115,115,115,115,115,115,115,115,115,115,115,115,115,115,37,37,115,115,115,115,115,115,115,115,115,115,115,115,115,115
115,134,134,134,134,134,134,134,134,134,134,134,134,134,37,37,134,134,134,134,134,134,134,134,134,134,134,134,134,115
115,134,16,16,16,137,138,139,36,36,36,36,36,16,37,37,16,16,16,16,16,36,36,36,36,36,36,36,134,115
115,134,16,115,16,153,154,155,36,36,36,36,115,16,37,37,16,115,36,36,36,36,36,137,138,138,139,36,134,115
115,134,36,36,36,119,6,121,36,36,36,115,36,16,37,37,16,36,115,36,36,36,115,153,154,180,155,36,134,115
115,134,36,36,36,36,16,36,36,36,36,36,36,150,37,37,16,36,36,36,36,36,36,119,135,6,121,36,134,115
115,134,36,115,36,36,16,16,16,16,16,16,16,16,37,37,16,16,16,16,16,16,16,16,16,16,36,36,134,115
115,134,36,16,36,36,36,36,36,36,36,36,36,36,37,37,36,36,36,36,36,36,115,36,36,36,36,36,134,115
115,134,36,137,138,138,138,139,36,36,36,36,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,36,134,115
115,134,36,153,154,154,154,155,36,36,16,16,16,16,37,37,16,36,36,36,36,36,16,16,36,16,16,36,134,115
115,134,36,119,135,6,135,121,36,36,16,16,115,115,37,37,115,115,36,36,115,36,16,16,16,16,16,36,134,115
115,134,36,16,16,16,114,36,36,36,16,115,37,37,37,37,37,37,115,36,36,36,137,138,138,138,139,36,134,115
115,134,36,16,115,16,36,36,36,36,16,16,37,144,37,37,144,37,36,36,36,36,153,154,154,154,155,36,134,115
115,134,36,16,16,16,16,16,16,16,16,16,37,37,37,37,37,37,36,36,36,36,119,135,135,135,121,36,134,115
115,134,115,137,138,138,139,16,36,36,36,36,37,144,37,37,144,37,16,16,16,16,119,135,6,135,121,36,134,115
115,134,36,153,179,154,155,16,36,36,36,115,37,37,37,37,37,37,115,36,36,16,16,16,16,16,16,36,134,115
115,134,36,119,6,135,121,16,16,16,16,16,115,115,37,37,115,115,36,36,36,36,115,36,115,36,115,36,134,115
115,134,36,36,36,36,16,16,36,36,16,16,16,16,37,37,16,36,36,134,134,134,134,134,134,134,134,134,134,115
115,134,36,36,36,36,36,36,36,36,16,36,36,36,37,36,36,36,36,134,115,115,115,115,115,115,115,115,115,115
115,134,16,137,138,138,138,138,139,36,16,36,36,36,37,37,36,36,16,134,115,115,115,115,115,115,115,115,115,115
115,134,16,153,154,154,154,154,155,36,16,36,16,16,37,37,16,16,16,134,115,115,115,36,36,115,115,115,115,115
115,134,16,119,135,135,6,135,121,36,16,115,16,148,148,148,148,16,16,134,115,115,115,36,115,36,36,36,115,115
115,134,115,134,134,150,16,134,134,36,16,36,16,169,147,147,147,16,16,134,115,115,36,115,36,115,115,36,115,115
115,134,36,36,36,36,16,16,16,16,16,16,16,169,147,147,147,36,36,134,115,115,115,36,115,36,36,115,115,115
115,134,115,36,36,36,36,36,36,36,36,36,115,36,36,36,36,36,36,134,115,115,115,115,36,36,115,115,115,115
115,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,115,115,115,115,115,115,115,115,115,115
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115

