115,115,115,115,115,115,115,115,115,115,115,115,115,115,37,37,115,115,115,115,115,115,115,115,115,115,115,115,115,115
115,115,112,112,112,112,112,112,112,112,112,112,112,166,37,37,166,112,112,112,112,112,112,112,112,112,112,112,115,115
115,115,112,113,113,113,113,113,113,113,113,113,113,182,37,37,182,113,113,113,113,113,113,113,113,113,113,112,115,115
115,115,112,115,115,137,138,139,115,115,16,16,16,16,37,37,150,16,16,16,16,137,138,139,36,36,36,112,115,115
115,115,112,115,115,153,178,155,115,115,115,36,16,16,37,37,16,16,16,16,16,153,154,155,36,36,36,112,115,115
115,115,112,115,115,119,6,121,115,115,115,36,36,16,37,37,16,16,16,16,16,119,6,121,16,36,36,112,115,115
115,115,112,16,36,150,36,36,36,36,16,16,36,16,37,37,37,37,37,37,37,37,37,16,16,36,36,112,115,115
115,115,112,16,36,36,36,36,36,36,16,16,16,16,37,37,16,16,16,16,16,16,16,16,115,16,36,112,115,115
115,115,112,16,16,16,16,16,16,16,16,16,16,16,37,37,16,16,16,16,16,16,16,16,115,115,16,112,115,115
115,115,112,115,115,16,16,16,16,16,16,16,16,16,37,37,16,16,16,16,115,16,16,16,115,115,16,112,115,115
115,115,112,115,16,137,138,139,16,16,16,137,138,139,37,37,137,138,139,16,16,16,16,16,16,16,16,112,115,115
115,115,112,16,16,153,154,155,16,16,115,153,179,155,37,37,153,180,155,16,16,16,16,137,138,139,16,112,115,115
115,115,112,16,16,119,6,121,16,115,115,119,6,121,37,37,119,6,121,16,16,115,16,153,154,155,16,112,112,112
115,115,112,16,16,16,37,16,16,16,16,16,37,16,37,37,16,37,16,16,16,115,16,119,6,121,150,113,113,113
115,115,112,16,16,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
115,115,113,36,36,37,37,37,37,36,37,37,37,115,35,34,115,37,37,37,37,37,37,131,131,131,37,37,37,37
131,131,131,131,131,131,131,131,131,131,131,131,131,124,37,37,125,131,131,131,131,131,131,132,19,132,131,131,131,131
130,130,130,130,130,130,130,130,130,130,130,130,130,130,35,34,130,130,130,130,130,130,130,16,16,16,130,130,130,130
132,132,132,132,132,132,132,132,132,132,132,132,132,132,51,52,132,132,132,132,132,132,132,16,16,16,132,132,132,132
115,115,134,16,16,16,16,16,16,16,16,16,115,16,16,16,16,16,16,16,16,16,16,16,16,16,16,134,115,115
115,115,134,37,5,16,16,16,16,16,16,16,16,36,36,16,16,16,36,36,16,16,115,16,37,5,37,134,115,115
115,115,134,5,144,5,16,16,115,16,16,36,36,36,16,16,16,115,16,36,36,16,16,37,5,144,5,134,115,115
115,115,134,37,5,37,37,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,37,37,5,37,134,115,115
115,115,134,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,134,134,134,115,115
115,115,134,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,130,148,148,148,148
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,147,147,147,147
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147

